fips,county,date,report_median,group
26127,Oceana,2020-07-26,13,5%
26129,Ogemaw,2020-07-26,22,5%
26131,Ontonagon,2020-07-26,0,5%
26133,Osceola,2020-07-26,12,5%
26135,Oscoda,2020-07-26,9,5%
26137,Otsego,2020-07-26,35,5%
26139,Ottawa,2020-07-26,9,5%
26141,Presque Isle,2020-07-26,16,5%
26143,Roscommon,2020-07-26,24,5%
26145,Saginaw,2020-07-26,70,5%
26147,St. Clair,2020-07-26,1,5%
26149,St. Joseph,2020-07-26,25,5%
26151,Sanilac,2020-07-26,3,5%
26153,Schoolcraft,2020-07-26,0,5%
26155,Shiawassee,2020-07-26,4,5%
26157,Tuscola,2020-07-26,25,5%
26159,Van Buren,2020-07-26,35,5%
26161,Washtenaw,2020-07-26,2,5%
26163,Wayne,2020-07-26,8,5%
26165,Wexford,2020-07-26,28,5%
26001,Alcona,2020-07-27,9,5%
26003,Alger,2020-07-27,2,5%
26005,Allegan,2020-07-27,5,5%
26007,Alpena,2020-07-27,20,5%
26009,Antrim,2020-07-27,25,5%
26011,Arenac,2020-07-27,20,5%
26013,Baraga,2020-07-27,1,5%
26015,Barry,2020-07-27,3,5%
26017,Bay,2020-07-27,62,5%
26019,Benzie,2020-07-27,25,5%
26021,Berrien,2020-07-27,13,5%
26023,Branch,2020-07-27,36,5%
26025,Calhoun,2020-07-27,34,5%
26027,Cass,2020-07-27,3,5%
26029,Charlevoix,2020-07-27,35,5%
26031,Cheboygan,2020-07-27,27,5%
26033,Chippewa,2020-07-27,34,5%
26035,Clare,2020-07-27,19,5%
26037,Clinton,2020-07-27,2,5%
26039,Crawford,2020-07-27,17,5%
26041,Delta,2020-07-27,3,5%
26043,Dickinson,2020-07-27,8,5%
26045,Eaton,2020-07-27,4,5%
26047,Emmet,2020-07-27,35,5%
26049,Genesee,2020-07-27,31,5%
26051,Gladwin,2020-07-27,28,5%
26053,Gogebic,2020-07-27,0,5%
26055,Grand Traverse,2020-07-27,69,5%
26057,Gratiot,2020-07-27,2,5%
26059,Hillsdale,2020-07-27,15,5%
26061,Houghton,2020-07-27,29,5%
26063,Huron,2020-07-27,30,5%
26065,Ingham,2020-07-27,2,5%
26067,Ionia,2020-07-27,1,5%
26069,Iosco,2020-07-27,32,5%
26071,Iron,2020-07-27,5,5%
26073,Isabella,2020-07-27,7,5%
26075,Jackson,2020-07-27,7,5%
26077,Kalamazoo,2020-07-27,57,5%
26079,Kalkaska,2020-07-27,20,5%
26081,Kent,2020-07-27,2,5%
26083,Keweenaw,2020-07-27,0,5%
26085,Lake,2020-07-27,16,5%
26087,Lapeer,2020-07-27,4,5%
26089,Leelanau,2020-07-27,22,5%
26091,Lenawee,2020-07-27,4,5%
26093,Livingston,2020-07-27,3,5%
26095,Luce,2020-07-27,0,5%
26097,Mackinac,2020-07-27,5,5%
26099,Macomb,2020-07-27,18,5%
26101,Manistee,2020-07-27,26,5%
26103,Marquette,2020-07-27,87,5%
26105,Mason,2020-07-27,31,5%
26107,Mecosta,2020-07-27,2,5%
26109,Menominee,2020-07-27,21,5%
26111,Midland,2020-07-27,76,5%
26113,Missaukee,2020-07-27,20,5%
26115,Monroe,2020-07-27,5,5%
26117,Montcalm,2020-07-27,0,5%
26119,Montmorency,2020-07-27,7,5%
26121,Muskegon,2020-07-27,16,5%
26123,Newaygo,2020-07-27,3,5%
26125,Oakland,2020-07-27,5,5%
26127,Oceana,2020-07-27,12,5%
26129,Ogemaw,2020-07-27,21,5%
26131,Ontonagon,2020-07-27,0,5%
26133,Osceola,2020-07-27,12,5%
26135,Oscoda,2020-07-27,9,5%
26137,Otsego,2020-07-27,36,5%
26139,Ottawa,2020-07-27,6,5%
26141,Presque Isle,2020-07-27,16,5%
26143,Roscommon,2020-07-27,24,5%
26145,Saginaw,2020-07-27,61,5%
26147,St. Clair,2020-07-27,1,5%
26149,St. Joseph,2020-07-27,21,5%
26151,Sanilac,2020-07-27,2,5%
26153,Schoolcraft,2020-07-27,0,5%
26155,Shiawassee,2020-07-27,5,5%
26157,Tuscola,2020-07-27,24,5%
26159,Van Buren,2020-07-27,31,5%
26161,Washtenaw,2020-07-27,1,5%
26163,Wayne,2020-07-27,7,5%
26165,Wexford,2020-07-27,29,5%
26001,Alcona,2020-07-28,10,5%
26003,Alger,2020-07-28,3,5%
26005,Allegan,2020-07-28,4,5%
26007,Alpena,2020-07-28,22,5%
26009,Antrim,2020-07-28,27,5%
26011,Arenac,2020-07-28,19,5%
26013,Baraga,2020-07-28,1,5%
26015,Barry,2020-07-28,2,5%
26017,Bay,2020-07-28,59,5%
26019,Benzie,2020-07-28,22,5%
26021,Berrien,2020-07-28,14,5%
26023,Branch,2020-07-28,34,5%
26025,Calhoun,2020-07-28,29,5%
26027,Cass,2020-07-28,2,5%
26029,Charlevoix,2020-07-28,36,5%
26031,Cheboygan,2020-07-28,27,5%
26033,Chippewa,2020-07-28,30,5%
26035,Clare,2020-07-28,19,5%
26037,Clinton,2020-07-28,2,5%
26039,Crawford,2020-07-28,18,5%
26041,Delta,2020-07-28,5,5%
26043,Dickinson,2020-07-28,9,5%
26045,Eaton,2020-07-28,2,5%
26047,Emmet,2020-07-28,33,5%
26049,Genesee,2020-07-28,29,5%
26051,Gladwin,2020-07-28,25,5%
26053,Gogebic,2020-07-28,1,5%
26055,Grand Traverse,2020-07-28,63,5%
26057,Gratiot,2020-07-28,2,5%
26059,Hillsdale,2020-07-28,12,5%
26061,Houghton,2020-07-28,26,5%
26063,Huron,2020-07-28,30,5%
26065,Ingham,2020-07-28,1,5%
26067,Ionia,2020-07-28,1,5%
26069,Iosco,2020-07-28,33,5%
26071,Iron,2020-07-28,4,5%
26073,Isabella,2020-07-28,5,5%
26075,Jackson,2020-07-28,7,5%
26077,Kalamazoo,2020-07-28,47,5%
26079,Kalkaska,2020-07-28,21,5%
26081,Kent,2020-07-28,2,5%
26083,Keweenaw,2020-07-28,0,5%
26085,Lake,2020-07-28,15,5%
26087,Lapeer,2020-07-28,5,5%
26089,Leelanau,2020-07-28,22,5%
26091,Lenawee,2020-07-28,4,5%
26093,Livingston,2020-07-28,3,5%
26095,Luce,2020-07-28,0,5%
26097,Mackinac,2020-07-28,5,5%
26099,Macomb,2020-07-28,16,5%
26101,Manistee,2020-07-28,24,5%
26103,Marquette,2020-07-28,86,5%
26105,Mason,2020-07-28,30,5%
26107,Mecosta,2020-07-28,2,5%
26109,Menominee,2020-07-28,22,5%
26111,Midland,2020-07-28,71,5%
26113,Missaukee,2020-07-28,20,5%
26115,Monroe,2020-07-28,5,5%
26117,Montcalm,2020-07-28,0,5%
26119,Montmorency,2020-07-28,7,5%
26121,Muskegon,2020-07-28,14,5%
26123,Newaygo,2020-07-28,2,5%
26125,Oakland,2020-07-28,5,5%
26127,Oceana,2020-07-28,11,5%
26129,Ogemaw,2020-07-28,19,5%
26131,Ontonagon,2020-07-28,0,5%
26133,Osceola,2020-07-28,10,5%
26135,Oscoda,2020-07-28,8,5%
26137,Otsego,2020-07-28,34,5%
26139,Ottawa,2020-07-28,5,5%
26141,Presque Isle,2020-07-28,15,5%
26143,Roscommon,2020-07-28,23,5%
26145,Saginaw,2020-07-28,58,5%
26147,St. Clair,2020-07-28,0,5%
26149,St. Joseph,2020-07-28,20,5%
26151,Sanilac,2020-07-28,2,5%
26153,Schoolcraft,2020-07-28,0,5%
26155,Shiawassee,2020-07-28,4,5%
26157,Tuscola,2020-07-28,24,5%
26159,Van Buren,2020-07-28,28,5%
26161,Washtenaw,2020-07-28,1,5%
26163,Wayne,2020-07-28,6,5%
26165,Wexford,2020-07-28,26,5%
26001,Alcona,2020-07-29,8,5%
26003,Alger,2020-07-29,3,5%
26005,Allegan,2020-07-29,3,5%
26007,Alpena,2020-07-29,24,5%
26009,Antrim,2020-07-29,24,5%
26011,Arenac,2020-07-29,19,5%
26013,Baraga,2020-07-29,2,5%
26015,Barry,2020-07-29,2,5%
26017,Bay,2020-07-29,50,5%
26019,Benzie,2020-07-29,22,5%
26021,Berrien,2020-07-29,9,5%
26023,Branch,2020-07-29,32,5%
26025,Calhoun,2020-07-29,31,5%
26027,Cass,2020-07-29,3,5%
26029,Charlevoix,2020-07-29,33,5%
26031,Cheboygan,2020-07-29,26,5%
26033,Chippewa,2020-07-29,34,5%
26035,Clare,2020-07-29,17,5%
26037,Clinton,2020-07-29,1,5%
26039,Crawford,2020-07-29,16,5%
26041,Delta,2020-07-29,4,5%
26043,Dickinson,2020-07-29,11,5%
26045,Eaton,2020-07-29,2,5%
26047,Emmet,2020-07-29,33,5%
26049,Genesee,2020-07-29,27,5%
26051,Gladwin,2020-07-29,23,5%
26053,Gogebic,2020-07-29,1,5%
26055,Grand Traverse,2020-07-29,59,5%
26057,Gratiot,2020-07-29,2,5%
26059,Hillsdale,2020-07-29,10,5%
26061,Houghton,2020-07-29,27,5%
26063,Huron,2020-07-29,29,5%
26065,Ingham,2020-07-29,2,5%
26067,Ionia,2020-07-29,1,5%
26069,Iosco,2020-07-29,31,5%
26071,Iron,2020-07-29,5,5%
26073,Isabella,2020-07-29,5,5%
26075,Jackson,2020-07-29,6,5%
26077,Kalamazoo,2020-07-29,45,5%
26079,Kalkaska,2020-07-29,22,5%
26081,Kent,2020-07-29,2,5%
26083,Keweenaw,2020-07-29,0,5%
26085,Lake,2020-07-29,15,5%
26087,Lapeer,2020-07-29,4,5%
26089,Leelanau,2020-07-29,20,5%
26091,Lenawee,2020-07-29,3,5%
26093,Livingston,2020-07-29,3,5%
26095,Luce,2020-07-29,0,5%
26097,Mackinac,2020-07-29,5,5%
26099,Macomb,2020-07-29,14,5%
26101,Manistee,2020-07-29,25,5%
26103,Marquette,2020-07-29,81,5%
26105,Mason,2020-07-29,28,5%
26107,Mecosta,2020-07-29,1,5%
26109,Menominee,2020-07-29,24,5%
26111,Midland,2020-07-29,69,5%
26113,Missaukee,2020-07-29,19,5%
26115,Monroe,2020-07-29,3,5%
26117,Montcalm,2020-07-29,0,5%
26119,Montmorency,2020-07-29,7,5%
26121,Muskegon,2020-07-29,14,5%
26123,Newaygo,2020-07-29,2,5%
26125,Oakland,2020-07-29,4,5%
26127,Oceana,2020-07-29,10,5%
26129,Ogemaw,2020-07-29,20,5%
26131,Ontonagon,2020-07-29,0,5%
26133,Osceola,2020-07-29,10,5%
26135,Oscoda,2020-07-29,7,5%
26137,Otsego,2020-07-29,35,5%
26139,Ottawa,2020-07-29,5,5%
26141,Presque Isle,2020-07-29,15,5%
26143,Roscommon,2020-07-29,20,5%
26145,Saginaw,2020-07-29,52,5%
26147,St. Clair,2020-07-29,1,5%
26149,St. Joseph,2020-07-29,17,5%
26151,Sanilac,2020-07-29,2,5%
26153,Schoolcraft,2020-07-29,0,5%
26155,Shiawassee,2020-07-29,3,5%
26157,Tuscola,2020-07-29,20,5%
26159,Van Buren,2020-07-29,25,5%
26161,Washtenaw,2020-07-29,1,5%
26163,Wayne,2020-07-29,5,5%
26165,Wexford,2020-07-29,25,5%
26001,Alcona,2020-07-30,7,5%
26003,Alger,2020-07-30,3,5%
26005,Allegan,2020-07-30,4,5%
26007,Alpena,2020-07-30,24,5%
26009,Antrim,2020-07-30,24,5%
26011,Arenac,2020-07-30,16,5%
26013,Baraga,2020-07-30,2,5%
26015,Barry,2020-07-30,2,5%
26017,Bay,2020-07-30,43,5%
26019,Benzie,2020-07-30,20,5%
26021,Berrien,2020-07-30,8,5%
26023,Branch,2020-07-30,28,5%
26025,Calhoun,2020-07-30,23,5%
26027,Cass,2020-07-30,2,5%
26029,Charlevoix,2020-07-30,33,5%
26031,Cheboygan,2020-07-30,26,5%
26033,Chippewa,2020-07-30,32,5%
26035,Clare,2020-07-30,13,5%
26037,Clinton,2020-07-30,2,5%
26039,Crawford,2020-07-30,17,5%
26041,Delta,2020-07-30,5,5%
26043,Dickinson,2020-07-30,11,5%
26045,Eaton,2020-07-30,2,5%
26047,Emmet,2020-07-30,30,5%
26049,Genesee,2020-07-30,21,5%
26051,Gladwin,2020-07-30,22,5%
26053,Gogebic,2020-07-30,2,5%
26055,Grand Traverse,2020-07-30,58,5%
26057,Gratiot,2020-07-30,2,5%
26059,Hillsdale,2020-07-30,9,5%
26061,Houghton,2020-07-30,27,5%
26063,Huron,2020-07-30,24,5%
26065,Ingham,2020-07-30,1,5%
26067,Ionia,2020-07-30,1,5%
26069,Iosco,2020-07-30,31,5%
26071,Iron,2020-07-30,5,5%
26073,Isabella,2020-07-30,4,5%
26075,Jackson,2020-07-30,5,5%
26077,Kalamazoo,2020-07-30,41,5%
26079,Kalkaska,2020-07-30,21,5%
26081,Kent,2020-07-30,2,5%
26083,Keweenaw,2020-07-30,0,5%
26085,Lake,2020-07-30,16,5%
26087,Lapeer,2020-07-30,3,5%
26089,Leelanau,2020-07-30,19,5%
26091,Lenawee,2020-07-30,2,5%
26093,Livingston,2020-07-30,2,5%
26095,Luce,2020-07-30,0,5%
26097,Mackinac,2020-07-30,6,5%
26099,Macomb,2020-07-30,12,5%
26101,Manistee,2020-07-30,25,5%
26103,Marquette,2020-07-30,87,5%
26105,Mason,2020-07-30,27,5%
26107,Mecosta,2020-07-30,1,5%
26109,Menominee,2020-07-30,30,5%
26111,Midland,2020-07-30,61,5%
26113,Missaukee,2020-07-30,19,5%
26115,Monroe,2020-07-30,4,5%
26117,Montcalm,2020-07-30,0,5%
26119,Montmorency,2020-07-30,8,5%
26121,Muskegon,2020-07-30,14,5%
26123,Newaygo,2020-07-30,2,5%
26125,Oakland,2020-07-30,4,5%
26127,Oceana,2020-07-30,7,5%
26129,Ogemaw,2020-07-30,17,5%
26131,Ontonagon,2020-07-30,0,5%
26133,Osceola,2020-07-30,8,5%
26135,Oscoda,2020-07-30,7,5%
26137,Otsego,2020-07-30,33,5%
26139,Ottawa,2020-07-30,4,5%
26141,Presque Isle,2020-07-30,13,5%
26143,Roscommon,2020-07-30,20,5%
26145,Saginaw,2020-07-30,44,5%
26147,St. Clair,2020-07-30,0,5%
26149,St. Joseph,2020-07-30,15,5%
26151,Sanilac,2020-07-30,2,5%
26153,Schoolcraft,2020-07-30,0,5%
26155,Shiawassee,2020-07-30,3,5%
26157,Tuscola,2020-07-30,19,5%
26159,Van Buren,2020-07-30,19,5%
26161,Washtenaw,2020-07-30,1,5%
26163,Wayne,2020-07-30,5,5%
26165,Wexford,2020-07-30,22,5%
26001,Alcona,2020-07-31,7,5%
26003,Alger,2020-07-31,4,5%
26005,Allegan,2020-07-31,4,5%
26007,Alpena,2020-07-31,21,5%
26009,Antrim,2020-07-31,25,5%
26011,Arenac,2020-07-31,15,5%
26013,Baraga,2020-07-31,2,5%
26015,Barry,2020-07-31,2,5%
26017,Bay,2020-07-31,44,5%
26019,Benzie,2020-07-31,21,5%
26021,Berrien,2020-07-31,9,5%
26023,Branch,2020-07-31,26,5%
26025,Calhoun,2020-07-31,21,5%
26027,Cass,2020-07-31,2,5%
26029,Charlevoix,2020-07-31,32,5%
26031,Cheboygan,2020-07-31,28,5%
26033,Chippewa,2020-07-31,34,5%
26035,Clare,2020-07-31,14,5%
26037,Clinton,2020-07-31,2,5%
26039,Crawford,2020-07-31,16,5%
26041,Delta,2020-07-31,6,5%
26043,Dickinson,2020-07-31,13,5%
26045,Eaton,2020-07-31,2,5%
26047,Emmet,2020-07-31,34,5%
26049,Genesee,2020-07-31,19,5%
26051,Gladwin,2020-07-31,24,5%
26053,Gogebic,2020-07-31,1,5%
26055,Grand Traverse,2020-07-31,47,5%
26057,Gratiot,2020-07-31,2,5%
26059,Hillsdale,2020-07-31,8,5%
26061,Houghton,2020-07-31,26,5%
26063,Huron,2020-07-31,23,5%
26065,Ingham,2020-07-31,1,5%
26067,Ionia,2020-07-31,1,5%
26069,Iosco,2020-07-31,33,5%
26071,Iron,2020-07-31,6,5%
26073,Isabella,2020-07-31,3,5%
26075,Jackson,2020-07-31,5,5%
26077,Kalamazoo,2020-07-31,35,5%
26079,Kalkaska,2020-07-31,20,5%
26081,Kent,2020-07-31,2,5%
26083,Keweenaw,2020-07-31,0,5%
26085,Lake,2020-07-31,13,5%
26087,Lapeer,2020-07-31,3,5%
26089,Leelanau,2020-07-31,18,5%
26091,Lenawee,2020-07-31,2,5%
26093,Livingston,2020-07-31,2,5%
26095,Luce,2020-07-31,0,5%
26097,Mackinac,2020-07-31,8,5%
26099,Macomb,2020-07-31,12,5%
26101,Manistee,2020-07-31,22,5%
26103,Marquette,2020-07-31,75,5%
26105,Mason,2020-07-31,22,5%
26107,Mecosta,2020-07-31,1,5%
26109,Menominee,2020-07-31,26,5%
26111,Midland,2020-07-31,60,5%
26113,Missaukee,2020-07-31,20,5%
26115,Monroe,2020-07-31,4,5%
26117,Montcalm,2020-07-31,0,5%
26119,Montmorency,2020-07-31,7,5%
26121,Muskegon,2020-07-31,10,5%
26123,Newaygo,2020-07-31,1,5%
26125,Oakland,2020-07-31,3,5%
26127,Oceana,2020-07-31,7,5%
26129,Ogemaw,2020-07-31,16,5%
26131,Ontonagon,2020-07-31,0,5%
26133,Osceola,2020-07-31,7,5%
26135,Oscoda,2020-07-31,7,5%
26137,Otsego,2020-07-31,31,5%
26139,Ottawa,2020-07-31,4,5%
26141,Presque Isle,2020-07-31,14,5%
26143,Roscommon,2020-07-31,20,5%
26145,Saginaw,2020-07-31,46,5%
26147,St. Clair,2020-07-31,0,5%
26149,St. Joseph,2020-07-31,14,5%
26151,Sanilac,2020-07-31,1,5%
26153,Schoolcraft,2020-07-31,0,5%
26155,Shiawassee,2020-07-31,3,5%
26157,Tuscola,2020-07-31,17,5%
26159,Van Buren,2020-07-31,20,5%
26161,Washtenaw,2020-07-31,1,5%
26163,Wayne,2020-07-31,5,5%
26165,Wexford,2020-07-31,20,5%
26001,Alcona,2020-08-01,8,5%
26003,Alger,2020-08-01,4,5%
26005,Allegan,2020-08-01,3,5%
26007,Alpena,2020-08-01,24,5%
26009,Antrim,2020-08-01,25,5%
26011,Arenac,2020-08-01,14,5%
26013,Baraga,2020-08-01,2,5%
26015,Barry,2020-08-01,2,5%
26017,Bay,2020-08-01,41,5%
26019,Benzie,2020-08-01,21,5%
26021,Berrien,2020-08-01,6,5%
26023,Branch,2020-08-01,24,5%
26025,Calhoun,2020-08-01,19,5%
26027,Cass,2020-08-01,2,5%
26029,Charlevoix,2020-08-01,31,5%
26031,Cheboygan,2020-08-01,27,5%
26033,Chippewa,2020-08-01,34,5%
26035,Clare,2020-08-01,12,5%
26037,Clinton,2020-08-01,1,5%
26039,Crawford,2020-08-01,17,5%
26041,Delta,2020-08-01,6,5%
26043,Dickinson,2020-08-01,15,5%
26045,Eaton,2020-08-01,2,5%
26047,Emmet,2020-08-01,32,5%
26049,Genesee,2020-08-01,18,5%
26051,Gladwin,2020-08-01,20,5%
26053,Gogebic,2020-08-01,2,5%
26055,Grand Traverse,2020-08-01,44,5%
26057,Gratiot,2020-08-01,1,5%
26059,Hillsdale,2020-08-01,6,5%
26061,Houghton,2020-08-01,32,5%
26063,Huron,2020-08-01,20,5%
26065,Ingham,2020-08-01,1,5%
26067,Ionia,2020-08-01,1,5%
26069,Iosco,2020-08-01,31,5%
26071,Iron,2020-08-01,5,5%
26073,Isabella,2020-08-01,3,5%
26075,Jackson,2020-08-01,4,5%
26077,Kalamazoo,2020-08-01,30,5%
26079,Kalkaska,2020-08-01,19,5%
26081,Kent,2020-08-01,2,5%
26083,Keweenaw,2020-08-01,0,5%
26085,Lake,2020-08-01,14,5%
26087,Lapeer,2020-08-01,3,5%
26089,Leelanau,2020-08-01,18,5%
26091,Lenawee,2020-08-01,2,5%
26093,Livingston,2020-08-01,2,5%
26095,Luce,2020-08-01,0,5%
26097,Mackinac,2020-08-01,8,5%
26099,Macomb,2020-08-01,11,5%
26101,Manistee,2020-08-01,20,5%
26103,Marquette,2020-08-01,82,5%
26105,Mason,2020-08-01,23,5%
26107,Mecosta,2020-08-01,1,5%
26109,Menominee,2020-08-01,26,5%
26111,Midland,2020-08-01,56,5%
26113,Missaukee,2020-08-01,19,5%
26115,Monroe,2020-08-01,3,5%
26117,Montcalm,2020-08-01,0,5%
26119,Montmorency,2020-08-01,7,5%
26121,Muskegon,2020-08-01,11,5%
26123,Newaygo,2020-08-01,2,5%
26125,Oakland,2020-08-01,3,5%
26127,Oceana,2020-08-01,8,5%
26129,Ogemaw,2020-08-01,17,5%
26131,Ontonagon,2020-08-01,0,5%
26133,Osceola,2020-08-01,7,5%
26135,Oscoda,2020-08-01,8,5%
26137,Otsego,2020-08-01,30,5%
26139,Ottawa,2020-08-01,4,5%
26141,Presque Isle,2020-08-01,14,5%
26143,Roscommon,2020-08-01,17,5%
26145,Saginaw,2020-08-01,39,5%
26147,St. Clair,2020-08-01,0,5%
26149,St. Joseph,2020-08-01,12,5%
26151,Sanilac,2020-08-01,2,5%
26153,Schoolcraft,2020-08-01,0,5%
26155,Shiawassee,2020-08-01,2,5%
26157,Tuscola,2020-08-01,12,5%
26159,Van Buren,2020-08-01,18,5%
26161,Washtenaw,2020-08-01,1,5%
26163,Wayne,2020-08-01,3,5%
26165,Wexford,2020-08-01,18,5%
26001,Alcona,2020-08-02,8,5%
26003,Alger,2020-08-02,4,5%
26005,Allegan,2020-08-02,2,5%
26007,Alpena,2020-08-02,22,5%
26009,Antrim,2020-08-02,21,5%
26011,Arenac,2020-08-02,15,5%
26013,Baraga,2020-08-02,3,5%
26015,Barry,2020-08-02,1,5%
26017,Bay,2020-08-02,31,5%
26019,Benzie,2020-08-02,22,5%
26021,Berrien,2020-08-02,6,5%
26023,Branch,2020-08-02,21,5%
26025,Calhoun,2020-08-02,17,5%
26027,Cass,2020-08-02,1,5%
26029,Charlevoix,2020-08-02,27,5%
26031,Cheboygan,2020-08-02,27,5%
26033,Chippewa,2020-08-02,32,5%
26035,Clare,2020-08-02,11,5%
26037,Clinton,2020-08-02,1,5%
26039,Crawford,2020-08-02,16,5%
26041,Delta,2020-08-02,8,5%
26043,Dickinson,2020-08-02,18,5%
26045,Eaton,2020-08-02,1,5%
26047,Emmet,2020-08-02,29,5%
26049,Genesee,2020-08-02,17,5%
26051,Gladwin,2020-08-02,20,5%
26053,Gogebic,2020-08-02,2,5%
26055,Grand Traverse,2020-08-02,39,5%
26057,Gratiot,2020-08-02,1,5%
26059,Hillsdale,2020-08-02,6,5%
26061,Houghton,2020-08-02,26,5%
26063,Huron,2020-08-02,19,5%
26065,Ingham,2020-08-02,1,5%
26067,Ionia,2020-08-02,1,5%
26069,Iosco,2020-08-02,33,5%
26071,Iron,2020-08-02,6,5%
26073,Isabella,2020-08-02,4,5%
26075,Jackson,2020-08-02,4,5%
26077,Kalamazoo,2020-08-02,28,5%
26079,Kalkaska,2020-08-02,20,5%
26081,Kent,2020-08-02,1,5%
26083,Keweenaw,2020-08-02,0,5%
26085,Lake,2020-08-02,13,5%
26087,Lapeer,2020-08-02,2,5%
26089,Leelanau,2020-08-02,14,5%
26091,Lenawee,2020-08-02,2,5%
26093,Livingston,2020-08-02,2,5%
26095,Luce,2020-08-02,0,5%
26097,Mackinac,2020-08-02,8,5%
26099,Macomb,2020-08-02,9,5%
26101,Manistee,2020-08-02,19,5%
26103,Marquette,2020-08-02,79,5%
26105,Mason,2020-08-02,22,5%
26107,Mecosta,2020-08-02,1,5%
26109,Menominee,2020-08-02,29,5%
26111,Midland,2020-08-02,48,5%
26113,Missaukee,2020-08-02,17,5%
26115,Monroe,2020-08-02,3,5%
26117,Montcalm,2020-08-02,0,5%
26119,Montmorency,2020-08-02,7,5%
26121,Muskegon,2020-08-02,9,5%
26123,Newaygo,2020-08-02,1,5%
26125,Oakland,2020-08-02,3,5%
26127,Oceana,2020-08-02,7,5%
26129,Ogemaw,2020-08-02,15,5%
26131,Ontonagon,2020-08-02,0,5%
26133,Osceola,2020-08-02,6,5%
26135,Oscoda,2020-08-02,8,5%
26137,Otsego,2020-08-02,29,5%
26139,Ottawa,2020-08-02,4,5%
26141,Presque Isle,2020-08-02,14,5%
26143,Roscommon,2020-08-02,17,5%
26145,Saginaw,2020-08-02,30,5%
26147,St. Clair,2020-08-02,0,5%
26149,St. Joseph,2020-08-02,9,5%
26151,Sanilac,2020-08-02,1,5%
26153,Schoolcraft,2020-08-02,0,5%
26155,Shiawassee,2020-08-02,3,5%
26157,Tuscola,2020-08-02,14,5%
26159,Van Buren,2020-08-02,15,5%
26161,Washtenaw,2020-08-02,1,5%
26163,Wayne,2020-08-02,4,5%
26165,Wexford,2020-08-02,19,5%
26001,Alcona,2020-08-03,6,5%
26003,Alger,2020-08-03,5,5%
26005,Allegan,2020-08-03,2,5%
26007,Alpena,2020-08-03,24,5%
26009,Antrim,2020-08-03,21,5%
26011,Arenac,2020-08-03,13,5%
26013,Baraga,2020-08-03,3,5%
26015,Barry,2020-08-03,1,5%
26017,Bay,2020-08-03,30,5%
26019,Benzie,2020-08-03,20,5%
26021,Berrien,2020-08-03,6,5%
26023,Branch,2020-08-03,18,5%
26025,Calhoun,2020-08-03,16,5%
26027,Cass,2020-08-03,2,5%
26029,Charlevoix,2020-08-03,26,5%
26031,Cheboygan,2020-08-03,27,5%
26033,Chippewa,2020-08-03,34,5%
26035,Clare,2020-08-03,9,5%
26037,Clinton,2020-08-03,1,5%
26039,Crawford,2020-08-03,16,5%
26041,Delta,2020-08-03,9,5%
26043,Dickinson,2020-08-03,17,5%
26045,Eaton,2020-08-03,1,5%
26047,Emmet,2020-08-03,28,5%
26049,Genesee,2020-08-03,13,5%
26051,Gladwin,2020-08-03,16,5%
26053,Gogebic,2020-08-03,2,5%
26055,Grand Traverse,2020-08-03,39,5%
26057,Gratiot,2020-08-03,1,5%
26059,Hillsdale,2020-08-03,6,5%
26061,Houghton,2020-08-03,27,5%
26063,Huron,2020-08-03,18,5%
26065,Ingham,2020-08-03,1,5%
26067,Ionia,2020-08-03,1,5%
26069,Iosco,2020-08-03,27,5%
26071,Iron,2020-08-03,6,5%
26073,Isabella,2020-08-03,3,5%
26075,Jackson,2020-08-03,3,5%
26077,Kalamazoo,2020-08-03,25,5%
26079,Kalkaska,2020-08-03,19,5%
26081,Kent,2020-08-03,2,5%
26083,Keweenaw,2020-08-03,0,5%
26085,Lake,2020-08-03,12,5%
26087,Lapeer,2020-08-03,2,5%
26089,Leelanau,2020-08-03,15,5%
26091,Lenawee,2020-08-03,2,5%
26093,Livingston,2020-08-03,2,5%
26095,Luce,2020-08-03,0,5%
26097,Mackinac,2020-08-03,9,5%
26099,Macomb,2020-08-03,8,5%
26101,Manistee,2020-08-03,22,5%
26103,Marquette,2020-08-03,77,5%
26105,Mason,2020-08-03,20,5%
26107,Mecosta,2020-08-03,1,5%
26109,Menominee,2020-08-03,28,5%
26111,Midland,2020-08-03,44,5%
26113,Missaukee,2020-08-03,16,5%
26115,Monroe,2020-08-03,3,5%
26117,Montcalm,2020-08-03,0,5%
26119,Montmorency,2020-08-03,8,5%
26121,Muskegon,2020-08-03,8,5%
26123,Newaygo,2020-08-03,1,5%
26125,Oakland,2020-08-03,3,5%
26127,Oceana,2020-08-03,6,5%
26129,Ogemaw,2020-08-03,15,5%
26131,Ontonagon,2020-08-03,1,5%
26133,Osceola,2020-08-03,5,5%
26135,Oscoda,2020-08-03,7,5%
26137,Otsego,2020-08-03,26,5%
26139,Ottawa,2020-08-03,3,5%
26141,Presque Isle,2020-08-03,12,5%
26143,Roscommon,2020-08-03,17,5%
26145,Saginaw,2020-08-03,29,5%
26147,St. Clair,2020-08-03,0,5%
26149,St. Joseph,2020-08-03,10,5%
26151,Sanilac,2020-08-03,1,5%
26153,Schoolcraft,2020-08-03,0,5%
26155,Shiawassee,2020-08-03,2,5%
26157,Tuscola,2020-08-03,13,5%
26159,Van Buren,2020-08-03,14,5%
